,0
29,"['photothermoelastic', 'investigation', 'transient', 'thermalstresses', 'multiweb', 'wing', 'structure', 'photothermoelastic', 'experiments', 'performed', 'long', 'multiwebwing', 'model', 'theoretical', 'analysis', 'available', 'inthe', 'literature', 'experimental', 'procedures', 'utilized', 'simulatethe', 'conditions', 'prescribed', 'theory', 'fully', 'described', 'correlation', 'theory', 'experiment', 'terms', 'dimensionlesstemperature', 'stress', 'time', 'biot', 'number', 'revealed', 'thetheory', 'predicted', 'values', 'higher', 'experimentally', 'observedmaximum', 'thermal', 'stresses', 'center', 'web', 'detailedtemperature', 'measurements', 'flange', 'suggested', 'majorsource', 'discrepancy', 'traced', 'onedimensionalheat', 'conduction', 'analysis', 'flange', 'employed', 'theory']"
30,"['thermal', 'buckling', 'supersonic', 'wing', 'panels', 'temperature', 'thermal', 'stress', 'distributions', 'analyzedin', 'multicellular', 'supersonic', 'wing', 'structures', 'buckling', 'criterionis', 'established', 'panels', 'cover', 'plates', 'subjected', 'thermalstresses']"
31,"['dynamic', 'motion', 'missile', 'descending', 'throughthe', 'atmosphere', 'method', 'presented', 'computing', 'rapidly', 'yet', 'accuratelythe', 'dynamic', 'motion', 'ballistictype', 'missile', 'descending', 'throughthe', 'atmosphere', 'equations', 'motion', 'separated', 'aset', 'static', 'trajectory', 'equations', 'zero', 'angle', 'attack', 'aset', 'rotational', 'equations', 'describing', 'oscillatory', 'motionof', 'missile', 'center', 'gravity', 'transformationallows', 'rotational', 'equations', 'written', 'manner', 'analogousto', 'equation', 'undamped', 'oscillating', 'spring', 'masssystem', 'mass', 'equal', 'unity', 'time', 'variable', 'springconstant', 'given', 'initial', 'conditions', 'equation', 'besolved', 'obtain', 'envelope', 'maximum', 'angle', 'attack', 'anadditional', 'transformation', 'allows', 'calculation', 'completeoscillatory', 'motion', 'time', 'trajectory', 'functionof', 'maximum', 'angle', 'attack', 'time', 'solution', 'shows', 'maximum', 'angle', 'attack', 'amissile', 'descending', 'atmosphere', 'relatively', 'constantspeed', 'reduced', 'even', 'aerodynamic', 'damping', 'neglected']"
32,"['prospects', 'magnetoaerodynamics', 'equations', 'describing', 'flow', 'electrically', 'conductingfluid', 'presence', 'electric', 'magnetic', 'fields', 'writtendown', 'aid', 'certain', 'simplifications', 'appropriate', 'toaeronautical', 'applications', 'order', 'estimate', 'probablesignificance', 'magnetoaerodynamic', 'effects', 'data', 'onconductivity', 'pure', 'seeded', 'air', 'first', 'examined', 'dimensionlessquantities', 'representing', 'ratios', 'forces', 'ofcurrents', 'formed', 'values', 'studied', 'conditionsof', 'flight', 'atmosphere', 'examples', 'magnetohydrodynamic', 'magnetogasdynamiceffects', 'simple', 'flows', 'given', 'includetwo', 'cases', 'poiscuille', 'flow', 'conducting', 'liquids', 'appliedmagnetic', 'fields', 'case', 'quasionedimensional', 'gas', 'flowwith', 'applied', 'electrical', 'magnetic', 'fields', 'last', 'caseattractive', 'possibilities', 'found', 'controlled', 'acceleration', 'ordeceleration', 'gas', 'subsonic', 'supersonic', 'speeds', 'even', 'inconstantarea', 'channels', 'behavior', 'flow', 'characteristicallydifferent', 'different', 'regimes', 'mach', 'number', 'flowspeed', 'relative', 'certain', 'significant', 'speeds', 'dependenton', 'ratio', 'electrical', 'magnetic', 'field', 'strengths', 'theseare', 'studied', 'chart', 'constructed', 'relate', 'length', 'tothe', 'speed', 'ratio', 'maximumacceleration', 'constantarea', 'channel', 'concluded', 'advantages', 'may', 'accrue', 'frommagnetoaerodynamic', 'methods', 'sufficiently', 'attractive', 'tojustify', 'considerable', 'research', 'engineering', 'developmentthat', 'required', 'among', 'unsolved', 'engineering', 'problemsare', 'reduction', 'surface', 'resistance', 'electrodes', 'contactwith', 'conducting', 'gas', 'development', 'techniques', 'seedingand', 'provision', 'required', 'magnetic', 'fields', 'flight']"
33,"['constanttemperature', 'magnetogasdynamic', 'channel', 'flow', 'course', 'investigating', 'boundarylayer', 'flow', 'continuousplasma', 'accelerators', 'crossed', 'electric', 'magneticfields', 'found', 'advantageous', 'hand', 'simpleclosedform', 'solutions', 'magnetogasdynamic', 'flow', 'theduct', 'could', 'serve', 'freestream', 'conditions', 'boundarylayers', 'nontrivial', 'solutions', 'sort', 'available', 'atpresent', 'fact', 'work', 'resler', 'sears', 'thevariation', 'conditions', 'along', 'flow', 'axis', 'must', 'obtainedthrough', 'numerical', 'integration', 'consequently', 'simple', 'solutions', 'magnetogasdynamicchannel', 'flow', 'sought', 'possessing', 'sufficient', 'algebraic', 'simplicityto', 'serve', 'freestream', 'boundary', 'conditions', 'analytic', 'investigationsof', 'boundary', 'layer', 'physically', 'reasonable', 'accelerator', 'in', 'particular', 'since', 'cooling', 'accelerator', 'tube', 'likely', 'tobe', 'important', 'physical', 'problem', 'high', 'gas', 'temperaturesrequired', 'provide', 'sufficient', 'gaseous', 'conductivitychannel', 'flow', 'constant', 'temperature', 'appears', 'interesting', 'some', 'simple', 'algebraic', 'solutions', 'case', 'constant', 'temperatureplasma', 'developed', 'following', 'paragraphs']"
34,"['stagnation', 'point', 'blunt', 'body', 'hypersonic', 'flow', 'purpose', 'paper', 'present', 'method', 'calculationdevised', 'yield', 'important', 'information', 'symmetricinviscid', 'hypersonic', 'flow', 'stagnation', 'point', 'region', 'bluntbody', 'problem', 'considered', 'hayeswho', 'used', 'slightly', 'different', 'approach', 'demonstrated', 'thathayes', 'results', 'valid', 'stagnation', 'point', 'region', 'canhence', 'considered', 'basis', 'constructing', 'less', 'restricted', 'solutions', 'equations', 'presented', 'giving', 'velocity', 'pressure', 'detachmentdistance', 'vorticity', 'values', 'shock', 'detachment', 'distanceand', 'body', 'pressure', 'coefficient', 'compared', 'experimentaldata', 'spheres', 'pressure', 'comparison', 'shows', 'thatthe', 'results', 'hayes', 'theory', 'presented', 'herein', 'represent', 'abetter', 'approximation', 'newtonian', 'impact', 'theory', 'forhypersonic', 'mach', 'numbers', 'conclusion', 'possibility', 'refinements', 'analysis', 'isdiscussed']"
35,"['supersonic', 'flow', 'around', 'blunt', 'bodies', 'newtonian', 'theory', 'impact', 'shown', 'beuseful', 'pressure', 'calculations', 'forward', 'facing', 'partof', 'bodies', 'moving', 'high', 'speed', 'familiar', 'practiceto', 'use', 'information', 'calculate', 'nonviscous', 'velocities', 'thewall', 'estimate', 'rates', 'heat', 'transfer', 'procedureis', 'perhaps', 'open', 'question', 'heattransfer', 'rates', 'dependon', 'velocity', 'gradients', 'given', 'newtoniananalysis', 'one', 'obtain', 'information', 'boundarylayerstability', 'body', 'stability', 'derivatives', 'seems', 'thereforeinevitable', 'that', 'design', 'proceeds', 'hypersonicmissiles', 'greater', 'need', 'accurate', 'aerodynamictheories', 'either', 'predict', 'happen', 'unfamiliarflight', 'conditions', 'effect', 'extrapolation', 'known', 'testresult', 'design', 'condition']"
36,"['new', 'technique', 'investigating', 'heat', 'transfer', 'andsurface', 'phenomena', 'hypersonic', 'flow', 'conditions', 'forebody', 'many', 'practically', 'interesting', 'hypersonicvehicles', 'little', 'interaction', 'inviscidflow', 'field', 'boundary', 'layer', 'therefore', 'inviscid', 'flow', 'theorycan', 'used', 'determine', 'independent', 'surface', 'phenomenathe', 'physically', 'interesting', 'quantities', 'shock', 'shape', 'shockdetachment', 'distance', 'sonic', 'line', 'shape', 'pressure', 'distribution', 'furthermore', 'pressure', 'distribution', 'determined', 'beused', 'study', 'heat', 'transfer', 'materials', 'behavior', 'othersurface', 'phenomena', 'thus', 'bodies', 'prandtl', 'boundarylayerconcept', 'utilized', 'calculation', 'theinviscid', 'flow', 'boundarylayer', 'behavior', 'purpose', 'note', 'point', 'concept', 'canalso', 'applied', 'experimentally', 'order', 'provide', 'conjunctionwith', 'conventional', 'hypersonic', 'windtunnel', 'air', 'supply', 'ameans', 'investigating', 'hypersonic', 'heat', 'transfer', 'surfacephenomena', 'conditions', 'flight', 'reynolds', 'numbers']"
37,"['prediction', 'mixed', 'subsonicsupersonic', 'pressuredistributions', 'highspeed', 'windtunnel', 'results', 'analyzed', 'derive', 'semiempiricalscheme', 'prediction', 'transonic', 'pressure', 'distributions', 'supersonic', 'subsonic', 'parts', 'flow', 'aretreated', 'separately', 'linked', 'empirical', 'shock', 'pressurerise', 'relation', 'significance', 'empirical', 'results', 'isconsidered', 'relation', 'physical', 'mechanism', 'transonicflows', 'also', 'shown', 'theoretical', 'solutions', 'improvedby', 'introducing', 'empirical', 'shock', 'relation']"
38,"['flow', 'sonic', 'stream', 'past', 'airfoil', 'surface', 'study', 'flow', 'airfoil', 'nearsonic', 'streamindicates', 'important', 'factors', 'determining', 'pressure', 'distributionon', 'airfoil', 'analysis', 'mach', 'wave', 'patternsuggests', 'supersonic', 'domain', 'flow', 'derivedfrom', 'two', 'simplewave', 'flows', 'one', 'arising', 'mach', 'wavesreflected', 'sonic', 'line', 'changes', 'airfoilsurface', 'slope', 'compressive', 'effect', 'reflected', 'machwaves', 'determined', 'quantitatively', 'function', 'airfoil', 'leadingedgegeometry', 'analysis', 'measured', 'pressure', 'distributionsfor', 'uncambered', 'airfoils', 'shown', 'canbe', 'superimposed', 'wave', 'system', 'curved', 'surface', 'togive', 'equivalent', 'simplewave', 'flow', 'airfoil', 'application', 'scheme', 'calculation', 'pressuredistribution', 'airfoil', 'sonic', 'stream', 'gives', 'results', 'goodagreement', 'experiment']"
39,"['experiments', 'boundary', 'layer', 'transition', 'supersonicspeeds', 'tests', 'conducted', '12in', 'continuous', 'supersonic', 'windtunnel', 'jet', 'propulsion', 'laboratory', 'california', 'institute', 'oftechnology', 'determine', 'effects', 'surface', 'cooling', 'onboundarylayer', 'transition', 'supersonic', 'speeds', 'effects', 'ofcooling', 'investigated', 'test', 'section', 'mach', 'numbers', '197smooth', 'cone', 'presence', 'three', 'levels', 'supplystream', 'turbulence04', '2', '9', 'per', 'cent', 'several', 'singleelement', 'roughnessesat', 'fixed', 'axial', 'location', 'transition', 'data', 'obtainedoptically', 'means', 'magnifiedschlieren', 'system', 'resultsfor', 'range', 'mach', 'number', 'investigated', 'indicate', '1transition', 'smooth', 'cone', 'definitely', 'delayed', 'surfacecooling', '2', 'transition', 'promoted', 'either', 'supplystream', 'turbulenceor', 'surface', 'roughness', 'also', 'delayed', 'surface', 'coolingdepending', 'upon', 'degree', 'turbulence', 'relative', 'roughness', 'respectivelyand', '3', 'adverse', 'effects', 'increased', 'turbulence', 'androughness', 'decrease', 'increasing', 'mach', 'number']"
40,"['transition', 'experiments', 'moderate', 'supersonic', 'speeds', 'studies', 'transition', 'flat', 'plate', 'mach', 'number', '176were', 'carried', 'using', 'hotwire', 'anemometer', 'one', 'theprincipal', 'tools', 'nature', 'measurements', 'freestreamdisturbances', 'supersonic', 'speeds', 'analyzed', 'experimentalresults', 'interpreted', 'light', 'present', 'overall', 'informationon', 'transition', 'supersonic', 'speeds', 'conclusions', 'asto', 'fruitful', 'experiments', 'drawn']"
41,"['gyroscopic', 'effect', 'rigid', 'rotating', 'propelleron', 'engine', 'wing', 'vibration', 'modes', 'many', 'wing', 'vibration', 'analyses', 'found', 'necessary', 'takeinto', 'account', 'effect', 'flexibly', 'mounted', 'engines', 'henceit', 'reasonable', 'ask', 'vibratory', 'gyroscopic', 'effect', 'flexibilitymay', 'give', 'rise', 'propellers', 'whirling', 'enginemount', 'may', 'thought', 'horizontal', 'beam', 'cantileveredfrom', 'wing', 'horizontal', 'vertical', 'flexibility', 'if', 'beam', 'infinitely', 'rigid', 'horizontally', 'then', 'itvibrated', 'gyroscopic', 'moments', 'induced', 'propeller', 'dueto', 'resultant', 'pitching', 'motion', 'axis', 'would', 'producepropeller', 'axis', 'yaw', 'however', 'enginemount', 'lateral', 'stiffnesstical', 'stiffness', 'gyroscopic', 'effects', 'play', 'role', 'thepropeller', 'axis', 'undergoes', 'pitching', 'vibrations', 'tip', 'thecantilever', 'engine', 'mount', 'purpose', 'paper', 'investigatethis', 'role', 'assumption', 'propeller', 'itselfis', 'rigid', 'disc', 'paper', 'divided', 'four', 'parts', 'part', '1', 'deals', 'brieflywith', 'classical', 'gyroscope', 'theory', 'part', '2', 'presents', 'engine', 'vibrationmode', 'studiesexperimental', 'photographic', 'techniques', 'amodel', 'gyroscope', 'mounted', 'ends', 'two', 'different', 'cantileverbeams', 'part', '3', 'presents', 'theory', 'coupled', 'motion', 'ofan', 'elastic', 'wing', 'upon', 'gyroscope', 'mounted', 'simulatean', 'enginepropeller', 'system', 'airplane', 'part', '4', 'consistsof', 'example', 'theory', 'part', '3', 'which', 'takingwhat', 'thought', 'reasonable', 'parameters', 'results', 'obtainedshowing', 'whirling', 'rigid', 'propeller', 'may', 'materiallyaffect', 'wing', 'normal', 'mode', 'shapes', 'frequencies']"
42,"['relation', 'wall', 'temperature', 'effectof', 'roughness', 'boundary', 'layer', 'transition', 'experimentally', 'demonstrated', 'rise', 'subsequentfall', 'transition', 'reynolds', 'number', 'decreasing', 'walltoambienttemperature', 'ratio', 'subject', 'two', 'recentnotes', 'cases', 'argued', 'increased', 'effectivenessof', 'roughness', 'due', 'wall', 'cooling', 'sufficient', 'explainthe', 'transitionreversal', 'phenomenon', 'nominally', 'smoothbodies', 'one', 'case', 'criterion', 'transition', 'reversal', 'wastaken', 'values', 'low', 'aseter', 'reynolds', 'number', 'formed', 'velocity', 'kinematicviscosity', 'based', 'calculated', 'conditions', 'height', 'ofroughness', 'element', 'k', 'undisturbed', 'laminar', 'boundary', 'layerat', 'station', 'roughness', 'location', 'present', 'note', 'submittedto', 'show', 'another', 'method', 'evaluating', 'effectof', 'roughness', 'transition', 'leads', 'opposite', 'conclusion']"
43,"['tipbluntness', 'effects', 'cone', 'pressures', 'm685', 'is', 'present', 'considerable', 'interest', 'characteristiesof', 'blunted', 'bodies', 'aerodynamic', 'aheattransfer', 'standpoint', 'use', 'blunt', 'shapes', 'contemplatedto', 'reduce', 'heattransfer', 'problem', 'body', 'noses', 'butthere', 'also', 'applications', 'blunt', 'noses', 'occur', 'frommainly', 'aerodynamic', 'considerations', 'actual', 'reduction', 'indrag', 'may', 'beneficial', 'result', 'blunting', 'nose', 'coneor', 'similar', 'slender', 'shape', 'certain', 'conditions', 'althoughthe', 'sphere', 'received', 'considerable', 'treatment', 'nose', 'shapesare', 'necessarily', 'tangent', 'spheres', 'case', 'let', 'us', 'say', 'atotal', 'head', 'tube', 'situated', 'nose', 'given', 'body', 'bluntingmay', 'quite', 'flat', 'nose', 'sections', 'blunter', 'spherical', 'shapemay', 'conceivably', 'desirable', 'cases', 'heattransferstandpoint', 'purpose', 'present', 'investigation', 'examine', 'theaerodynamic', 'effect', 'simple', 'type', 'nose', 'blunting', 'basicbody', 'the', 'incompressible', 'flow', 'electrically', 'conducting', 'fluidpast', 'porous', 'plate', '0', 'constant', 'suction', 'velocity', 'inthe', 'presence', 'transverse', 'uniform', 'strength', 'recentlybeen', 'investigated', 'gupta', 'note', 'problem', 'generalizedto', 'take', 'account', 'effect', 'free', 'convection', 'abody', 'force', 'g', 'per', 'unit', 'mass', 'acting', 'negative', 'xdirectionparallel', 'wall', 'fluid', 'assumed', 'semiincompressibleas', 'usual', 'addition', 'obvious', 'practical', 'significancethis', 'problem', 'also', 'interesting', 'sense', 'providesanother', 'exact', 'solution', 'magnetohydrodynamicequations', 'since', 'electromagnetic', 'assumptions', 'involvedare', 'constant', 'properties', 'freedom', 'excessive', 'charges']"
44,"['investigation', 'separated', 'flows', 'part', 'ii', 'flowin', 'cavity', 'heat', 'transfer', 'first', 'portion', 'paper', 'describes', 'studies', 'internalstructure', 'separated', 'flow', 'notch', 'freestream', 'machnumber', '3', 'observations', 'include', 'flow', 'visualization', 'sparkschlierenpictures', 'fluctuations', 'free', 'shear', 'layer', 'andstudies', 'diffusion', 'heat', 'sources', 'placed', 'separatedregion', 'second', 'part', 'describes', 'measurements', 'localheat', 'transfer', 'wall', 'external', 'mach', 'number', 'lengthtodepth', 'ratio', 'thecavity', 'ratio', 'oncoming', 'boundary', 'layer', 'thickness', 'thenotch', 'depth', 'in', 'turbulent', 'flow', 'region', 'thermaltomomentumthickness', 'ratio', 'boundary', 'layer', 'and', 'finallythe', 'geometry', 'internal', 'boundary', 'separated', 'regionare', 'varied', 'systematically', 'possible', 'basis', 'theseobservations', 'simple', 'model', 'flow', 'heat', 'transferacross', 'separated', 'region', 'formulated']"
